,element,id,web_name,element_type,team,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
117,6,6,Partey,3,1,271,7,2,True,2023-03-19T14:00:00Z,4,1,28,90,0,0,0,1,0,0,0,0,0,0,0,14,12.0,20.1,5.0,3.7,1,0.14,0.17,0.31,0.60,47,377,50922,1348,971
118,6,6,Partey,3,1,281,11,1,True,2023-04-01T14:00:00Z,4,1,29,59,0,0,0,0,0,0,0,0,0,0,0,10,7.8,1.9,0.0,1.0,1,0.00,0.01,0.01,0.27,47,-795,50508,810,1605
119,6,6,Partey,3,1,296,12,2,False,2023-04-09T15:30:00Z,2,2,30,90,0,0,0,2,0,0,0,0,0,0,0,18,17.6,3.8,0.0,2.1,1,0.00,0.00,0.00,3.96,47,-359,50384,617,976
120,7,7,Ødegaard,3,1,1,7,3,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,9,3.4,8.3,23.0,3.5,1,0.09,0.06,0.15,1.21,65,0,1133257,0,0
121,7,7,Ødegaard,3,1,11,10,2,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,0,0,0,0,0,0,0,19,7.6,15.3,12.0,3.5,1,0.03,0.07,0.10,0.46,65,-78957,1175045,58220,137177
122,7,7,Ødegaard,3,1,21,3,16,False,2022-08-20T16:30:00Z,0,3,3,73,2,0,1,0,0,0,0,0,0,0,3,47,67.8,10.0,42.0,12.0,1,0.64,0.05,0.69,0.12,64,-188934,1025266,67382,256316
123,7,7,Ødegaard,3,1,31,9,10,True,2022-08-27T16:30:00Z,2,1,4,90,1,0,0,1,0,0,0,0,0,0,3,37,58.2,44.2,36.0,13.8,1,0.18,0.46,0.64,0.83,65,243746,1372230,295915,52169
124,7,7,Ødegaard,3,1,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,80,0,0,0,1,0,0,0,1,0,0,0,12,13.0,37.8,47.0,9.8,1,0.46,0.22,0.68,0.45,66,558793,2044513,598888,40095
125,7,7,Ødegaard,3,1,56,14,2,False,2022-09-04T15:30:00Z,3,1,6,73,0,0,0,2,0,0,0,0,0,0,0,9,7.0,46.8,14.0,6.8,1,0.35,0.34,0.69,1.25,66,-348491,1677063,149913,498404
126,7,7,Ødegaard,3,1,72,4,0,False,2022-09-18T11:00:00Z,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,129352,1911739,171659,42307
127,7,7,Ødegaard,3,1,81,18,2,True,2022-10-01T11:30:00Z,3,1,9,79,0,0,0,1,0,0,0,0,0,0,0,9,6.8,16.8,18.0,4.2,1,0.11,0.04,0.15,1.57,65,-218167,1615139,46253,264420
128,7,7,Ødegaard,3,1,91,12,4,True,2022-10-09T15:30:00Z,3,2,10,81,0,1,0,2,0,0,0,1,0,0,0,16,21.6,19.2,41.0,8.2,1,0.26,0.47,0.73,1.01,64,-138956,1488945,34105,173061
129,7,7,Ødegaard,3,1,104,11,6,False,2022-10-16T13:00:00Z,0,1,11,72,0,1,1,0,0,0,0,0,0,0,0,25,28.8,23.1,44.0,9.6,1,0.16,0.17,0.33,1.69,64,-49334,1448649,37376,86710
130,7,7,Ødegaard,3,1,127,17,2,False,2022-10-23T13:00:00Z,1,1,13,82,0,0,0,1,0,0,0,0,0,0,0,20,9.4,43.8,11.0,6.4,1,0.09,0.27,0.36,0.67,64,48505,1427964,85890,37385
131,7,7,Ødegaard,3,1,131,16,10,True,2022-10-30T14:00:00Z,5,0,14,90,1,0,1,0,0,0,0,0,0,0,2,33,49.4,66.3,61.0,17.7,1,0.17,0.48,0.65,0.43,64,-24556,1406616,45562,70118
132,7,7,Ødegaard,3,1,142,6,3,False,2022-11-06T12:00:00Z,0,1,15,86,0,0,1,0,0,0,0,0,0,0,0,6,9.8,27.3,6.0,4.3,1,0.12,0.28,0.40,0.29,64,-10117,1402492,45977,56094
133,7,7,Ødegaard,3,1,160,20,16,False,2022-11-12T19:45:00Z,0,2,16,90,2,0,1,0,0,0,0,0,0,0,3,47,69.4,9.3,68.0,14.7,1,1.48,0.03,1.51,0.68,64,-29107,1377105,34389,63496
134,7,7,Ødegaard,3,1,161,19,11,True,2022-12-26T20:00:00Z,3,1,17,90,0,2,0,1,0,0,0,0,0,0,3,41,38.8,67.8,40.0,14.7,1,0.38,0.26,0.64,1.07,64,437883,1836698,672601,234718
135,7,7,Ødegaard,3,1,172,5,13,False,2022-12-31T17:30:00Z,2,4,18,86,1,1,0,2,0,0,0,0,0,0,3,46,58.8,44.3,27.0,13.0,1,0.06,0.77,0.83,1.00,65,223732,2070142,240431,16699
136,7,7,Ødegaard,3,1,181,15,2,True,2023-01-03T19:45:00Z,0,0,19,90,0,0,1,0,0,0,0,1,0,0,0,7,6.8,43.3,13.0,6.3,1,0.22,0.18,0.40,1.08,66,378103,2459245,394955,16852
137,7,7,Ødegaard,3,1,199,18,9,False,2023-01-15T16:30:00Z,0,2,20,90,1,0,1,0,0,0,0,0,0,0,1,27,43.8,31.3,18.0,9.3,1,0.14,0.14,0.28,1.54,67,267751,2736033,343453,75702
138,7,7,Ødegaard,3,1,201,14,5,True,2023-01-22T16:30:00Z,3,2,21,90,0,1,0,2,0,0,0,0,0,0,0,18,7.0,17.6,28.0,5.3,1,0.42,0.04,0.46,0.33,68,539548,3303060,563011,23463
139,7,7,Ødegaard,3,1,215,8,2,False,2023-02-04T12:30:00Z,1,0,22,76,0,0,0,1,0,0,0,0,0,0,0,14,5.2,23.6,10.0,3.9,1,0.10,0.15,0.25,1.64,69,493693,3824816,542992,49299
140,7,7,Ødegaard,3,1,221,4,2,True,2023-02-11T15:00:00Z,1,1,23,90,0,0,0,1,0,0,0,0,0,0,0,14,20.6,42.6,27.0,9.0,1,0.12,0.18,0.30,2.37,70,360198,4195165,410687,50489
141,7,7,Ødegaard,3,1,111,13,2,True,2023-02-15T19:30:00Z,1,3,23,90,0,0,0,3,0,0,0,0,0,0,0,8,3.8,15.0,6.0,2.5,1,0.10,0.11,0.21,1.71,70,360198,4195165,410687,50489
142,7,7,Ødegaard,3,1,231,2,8,False,2023-02-18T12:30:00Z,2,4,24,90,0,1,0,2,0,0,0,0,0,0,3,35,35.6,90.6,8.0,13.4,1,0.34,0.60,0.94,0.51,70,-48033,4148247,104641,152674
143,7,7,Ødegaard,3,1,246,10,3,False,2023-02-25T15:00:00Z,0,1,25,83,0,0,1,0,0,0,0,0,0,0,0,11,7.2,37.2,8.0,5.2,1,0.15,0.10,0.25,0.02,70,172204,4421086,239440,67236
144,7,7,Ødegaard,3,1,61,8,8,True,2023-03-01T19:45:00Z,4,0,25,90,1,0,1,0,0,0,0,0,0,0,0,32,39.8,28.9,24.0,9.3,1,0.40,0.09,0.49,1.36,70,172204,4421086,239440,67236
145,7,7,Ødegaard,3,1,251,3,2,True,2023-03-04T15:00:00Z,3,2,26,90,0,0,0,2,0,0,0,0,0,0,0,16,27.6,57.1,58.0,14.3,1,0.56,0.38,0.94,1.32,70,-50964,4285498,144988,195952
146,7,7,Ødegaard,3,1,264,9,7,False,2023-03-12T14:00:00Z,0,3,27,90,1,0,1,0,0,0,0,1,0,0,0,25,42.8,29.6,23.0,9.5,1,0.45,0.18,0.63,0.84,69,-535337,3742774,35848,571185
147,7,7,Ødegaard,3,1,271,7,2,True,2023-03-19T14:00:00Z,4,1,28,90,0,0,0,1,0,0,0,0,0,0,0,13,14.0,22.3,18.0,5.4,1,0.25,0.30,0.55,0.60,69,81514,3870662,169586,88072
148,7,7,Ødegaard,3,1,281,11,6,True,2023-04-01T14:00:00Z,4,1,29,84,0,1,0,1,0,0,0,0,0,0,1,32,28.6,30.3,4.0,6.3,1,0.00,0.28,0.28,0.78,68,-398782,3418017,51814,450596
149,7,7,Ødegaard,3,1,296,12,2,False,2023-04-09T15:30:00Z,2,2,30,79,0,0,0,1,0,0,0,0,0,0,0,5,4.0,1.8,9.0,1.5,1,0.05,0.01,0.06,2.15,67,-60902,3395392,44522,105424
150,8,8,Tierney,2,1,1,7,1,False,2022-08-05T19:00:00Z,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,3,6.0,0.2,0.0,0.6,0,0.00,0.00,0.00,0.00,50,0,105345,0,0
151,8,8,Tierney,2,1,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,13,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.7,0.0,0.1,0,0.00,0.00,0.00,0.16,50,-14780,102375,3078,17858
152,8,8,Tierney,2,1,21,3,1,False,2022-08-20T16:30:00Z,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.02,49,-12863,95230,4859,17722
153,8,8,Tierney,2,1,31,9,2,True,2022-08-27T16:30:00Z,2,1,4,60,0,0,0,1,0,0,0,0,0,0,0,11,11.6,15.8,8.0,3.5,1,0.02,0.01,0.03,0.51,49,-14113,85062,2409,16522
154,8,8,Tierney,2,1,41,2,2,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,8,11.0,3.1,21.0,3.5,1,0.20,0.04,0.24,0.45,49,2023,91991,9526,7503
155,8,8,Tierney,2,1,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,978,97616,9302,8324
156,8,8,Tierney,2,1,72,4,6,False,2022-09-18T11:00:00Z,0,3,8,90,0,0,1,0,0,0,0,0,0,0,0,27,13.6,14.1,3.0,3.1,1,0.02,0.13,0.15,0.53,48,383,98913,3508,3125
157,8,8,Tierney,2,1,81,18,1,True,2022-10-01T11:30:00Z,3,1,9,17,0,0,0,0,0,0,0,0,0,0,0,3,5.8,3.4,7.0,1.6,0,0.02,0.03,0.05,0.01,48,-6885,91146,2327,9212
158,8,8,Tierney,2,1,91,12,1,True,2022-10-09T15:30:00Z,3,2,10,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.6,0.0,0.1,0,0.00,0.00,0.00,0.12,48,-1607,91159,3571,5178
159,8,8,Tierney,2,1,104,11,1,False,2022-10-16T13:00:00Z,0,1,11,14,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.3,0.0,0.3,0,0.00,0.00,0.00,0.17,48,-404,92010,3930,4334
160,8,8,Tierney,2,1,127,17,1,False,2022-10-23T13:00:00Z,1,1,13,18,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.7,2.0,0.5,0,0.00,0.00,0.00,0.00,48,-10,90247,2567,2577
161,8,8,Tierney,2,1,131,16,1,True,2022-10-30T14:00:00Z,5,0,14,14,0,0,0,0,0,0,0,0,0,0,0,2,3.0,1.1,0.0,0.4,0,0.00,0.01,0.01,0.04,48,-610,90458,3006,3616
162,8,8,Tierney,2,1,142,6,1,False,2022-11-06T12:00:00Z,0,1,15,12,0,0,0,0,0,0,0,0,0,0,0,5,3.8,0.0,0.0,0.4,0,0.00,0.00,0.00,0.05,48,-2020,89045,1811,3831
163,8,8,Tierney,2,1,160,20,0,False,2022-11-12T19:45:00Z,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1721,87986,1705,3426
164,8,8,Tierney,2,1,161,19,2,True,2022-12-26T20:00:00Z,3,1,17,72,0,0,0,1,0,0,0,0,0,0,0,10,3.2,13.8,4.0,2.1,1,0.00,0.04,0.04,0.97,47,4387,93549,13058,8671
165,8,8,Tierney,2,1,172,5,0,False,2022-12-31T17:30:00Z,2,4,18,30,0,0,0,2,0,0,0,0,0,0,0,4,7.4,0.3,0.0,0.8,0,0.00,0.00,0.00,0.78,47,-63,93936,2051,2114
166,8,8,Tierney,2,1,181,15,0,True,2023-01-03T19:45:00Z,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-2740,91372,656,3396
167,8,8,Tierney,2,1,199,18,1,False,2023-01-15T16:30:00Z,0,2,20,11,0,0,0,0,0,0,0,0,0,0,0,4,2.0,3.0,0.0,0.5,0,0.00,0.00,0.00,0.35,47,-3480,88248,606,4086
168,8,8,Tierney,2,1,201,14,0,True,2023-01-22T16:30:00Z,3,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1944,86727,527,2471
169,8,8,Tierney,2,1,215,8,0,False,2023-02-04T12:30:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-3058,84001,550,3608
170,8,8,Tierney,2,1,221,4,0,True,2023-02-11T15:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-1717,82602,357,2074
171,8,8,Tierney,2,1,111,13,0,True,2023-02-15T19:30:00Z,1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-1717,82602,357,2074
172,8,8,Tierney,2,1,231,2,1,False,2023-02-18T12:30:00Z,2,4,24,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,46,-1173,81678,285,1458
173,8,8,Tierney,2,1,246,10,0,False,2023-02-25T15:00:00Z,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-903,80813,392,1295
174,8,8,Tierney,2,1,61,8,1,True,2023-03-01T19:45:00Z,4,0,25,8,0,0,0,0,0,0,0,0,0,0,0,4,4.0,4.4,2.0,1.0,0,0.00,0.02,0.02,0.62,46,-903,80813,392,1295
175,8,8,Tierney,2,1,251,3,0,True,2023-03-04T15:00:00Z,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-907,80276,211,1118
176,8,8,Tierney,2,1,264,9,1,False,2023-03-12T14:00:00Z,0,3,27,18,0,0,0,0,0,0,0,0,0,0,0,6,5.2,0.8,0.0,0.6,0,0.00,0.00,0.00,0.21,46,-1065,79415,200,1265
177,8,8,Tierney,2,1,271,7,4,True,2023-03-19T14:00:00Z,4,1,28,25,0,1,0,0,0,0,0,0,0,0,0,14,17.8,10.7,2.0,3.1,0,0.00,0.07,0.07,0.34,46,-590,78917,160,750
178,8,8,Tierney,2,1,281,11,1,True,2023-04-01T14:00:00Z,4,1,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.00,46,-513,78564,256,769
179,8,8,Tierney,2,1,296,12,1,False,2023-04-09T15:30:00Z,2,2,30,2,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.3,4.0,0.6,0,0.04,0.00,0.04,1.17,46,-128,78631,246,374
180,10,10,White,2,1,1,7,5,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,1,0,0,0,25,31.4,12.0,0.0,4.3,1,0.00,0.03,0.03,1.21,45,0,533085,0,0
181,10,10,White,2,1,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,74,0,0,0,2,0,0,0,0,0,0,0,8,9.8,3.3,0.0,1.3,1,0.00,0.02,0.02,0.30,45,-5992,567751,34000,39992
182,10,10,White,2,1,21,3,7,False,2022-08-20T16:30:00Z,0,3,3,74,0,0,1,0,0,0,0,0,0,0,1,29,11.0,4.3,2.0,1.7,1,0.00,0.09,0.09,0.12,45,-43654,533476,29194,72848
183,10,10,White,2,1,31,9,1,True,2022-08-27T16:30:00Z,2,1,4,90,0,0,0,1,0,0,0,1,0,0,0,10,11.8,3.8,4.0,2.0,1,0.00,0.03,0.03,0.83,45,-11093,534553,31566,42659
184,10,10,White,2,1,41,2,8,True,2022-08-31T18:30:00Z,2,1,5,64,0,0,1,0,0,0,0,0,0,0,2,29,5.4,13.5,2.0,2.1,1,0.00,0.28,0.28,0.20,45,-22463,518671,22981,45444
185,10,10,White,2,1,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,79,0,0,0,3,0,0,0,0,0,0,0,8,8.4,6.4,0.0,1.5,1,0.00,0.10,0.10,1.44,45,23639,557430,60655,37016
186,10,10,White,2,1,72,4,6,False,2022-09-18T11:00:00Z,0,3,8,85,0,0,1,0,0,0,0,0,0,0,0,27,16.6,27.6,2.0,4.6,1,0.00,0.06,0.06,0.49,45,-2908,558350,20366,23274
187,10,10,White,2,1,81,18,5,True,2022-10-01T11:30:00Z,3,1,9,88,0,1,0,1,0,0,0,0,0,0,0,27,34.8,31.4,3.0,6.9,1,0.02,0.37,0.39,1.57,45,-6394,560494,33022,39416
188,10,10,White,2,1,91,12,1,True,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,0,0,7,8.2,1.8,6.0,1.6,1,0.00,0.01,0.01,1.13,45,37470,605532,67742,30272
189,10,10,White,2,1,104,11,6,False,2022-10-16T13:00:00Z,0,1,11,75,0,0,1,0,0,0,0,0,0,0,0,21,25.8,1.6,0.0,2.7,1,0.00,0.01,0.01,1.69,45,39484,649753,67943,28459
190,10,10,White,2,1,127,17,6,False,2022-10-23T13:00:00Z,1,1,13,71,0,1,0,1,0,0,0,0,0,0,1,29,37.0,29.9,4.0,7.1,1,0.00,0.09,0.09,0.67,45,111248,732343,129215,17967
191,10,10,White,2,1,131,16,6,True,2022-10-30T14:00:00Z,5,0,14,90,0,0,1,0,0,0,0,0,0,0,0,27,16.6,5.4,4.0,2.6,1,0.11,0.05,0.16,0.43,46,139797,878886,151971,12174
192,10,10,White,2,1,142,6,5,False,2022-11-06T12:00:00Z,0,1,15,90,0,0,1,0,0,0,0,1,0,0,0,21,10.4,12.8,7.0,3.0,1,0.13,0.02,0.15,0.29,46,26888,909298,53353,26465
193,10,10,White,2,1,160,20,8,False,2022-11-12T19:45:00Z,0,2,16,90,0,0,1,0,0,0,0,0,0,0,2,31,15.0,39.9,1.0,5.6,1,0.05,0.21,0.26,0.68,46,112165,1029858,133123,20958
194,10,10,White,2,1,161,19,2,True,2022-12-26T20:00:00Z,3,1,17,90,0,0,0,1,0,0,0,0,0,0,0,20,19.0,22.5,4.0,4.6,1,0.00,0.33,0.33,1.07,47,466749,1507857,779158,312409
195,10,10,White,2,1,172,5,1,False,2022-12-31T17:30:00Z,2,4,18,59,0,0,0,0,0,0,0,0,0,0,0,6,6.4,0.3,2.0,0.9,1,0.00,0.00,0.00,0.36,47,30308,1540150,67393,37085
196,10,10,White,2,1,181,15,7,True,2023-01-03T19:45:00Z,0,0,19,75,0,0,1,0,0,0,0,0,0,0,1,25,18.0,12.4,2.0,3.2,1,0.00,0.02,0.02,1.08,47,-39563,1499746,32003,71566
197,10,10,White,2,1,199,18,8,False,2023-01-15T16:30:00Z,0,2,20,90,0,0,1,0,0,0,0,0,0,0,2,29,23.4,9.5,0.0,3.3,1,0.00,0.05,0.05,1.54,47,-6422,1493471,64141,70563
198,10,10,White,2,1,201,14,0,True,2023-01-22T16:30:00Z,3,2,21,45,0,0,0,1,0,0,0,1,0,0,0,3,2.2,0.5,0.0,0.3,1,0.00,0.00,0.00,0.11,47,58942,1565679,91559,32617
199,10,10,White,2,1,215,8,2,False,2023-02-04T12:30:00Z,1,0,22,84,0,0,0,1,0,0,0,0,0,0,0,12,8.6,5.3,2.0,1.6,1,0.00,0.04,0.04,1.66,47,-28952,1539462,76914,105866
200,10,10,White,2,1,221,4,2,True,2023-02-11T15:00:00Z,1,1,23,90,0,0,0,1,0,0,0,0,0,0,0,16,17.8,37.4,10.0,6.5,1,0.00,0.12,0.12,2.37,47,-26435,1515384,45042,71477
201,10,10,White,2,1,111,13,1,True,2023-02-15T19:30:00Z,1,3,23,7,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.6,4.0,0.5,0,0.03,0.00,0.03,0.00,47,-26435,1515384,45042,71477
202,10,10,White,2,1,231,2,1,False,2023-02-18T12:30:00Z,2,4,24,78,0,0,0,2,0,0,0,0,0,0,0,10,10.4,17.0,2.0,2.9,1,0.00,0.28,0.28,0.40,47,-36111,1482552,19091,55202
203,10,10,White,2,1,246,10,7,False,2023-02-25T15:00:00Z,0,1,25,90,0,0,1,0,0,0,0,0,0,0,1,25,15.0,6.0,0.0,2.1,1,0.00,0.04,0.04,0.02,47,-48232,1362549,39446,87678
204,10,10,White,2,1,61,8,6,True,2023-03-01T19:45:00Z,4,0,25,90,0,0,1,0,0,0,0,0,0,0,0,27,12.8,19.8,0.0,3.3,1,0.00,0.14,0.14,1.36,47,-48232,1362549,39446,87678
205,10,10,White,2,1,251,3,7,True,2023-03-04T15:00:00Z,3,2,26,45,1,0,0,1,0,0,0,0,0,0,0,21,42.0,25.0,25.0,9.2,0,0.11,0.04,0.15,0.26,47,-123300,1316443,34567,157867
206,10,10,White,2,1,264,9,6,False,2023-03-12T14:00:00Z,0,3,27,79,0,0,1,0,0,0,0,0,0,0,0,27,8.8,17.0,0.0,2.6,1,0.00,0.14,0.14,0.72,47,15993,1336752,72018,56025
207,10,10,White,2,1,271,7,5,True,2023-03-19T14:00:00Z,4,1,28,82,0,1,0,1,0,0,0,0,0,0,0,25,31.2,21.8,10.0,6.3,1,0.00,0.17,0.17,0.42,47,-9040,1293609,40071,49111
208,10,10,White,2,1,281,11,8,True,2023-04-01T14:00:00Z,4,1,29,90,1,0,0,1,0,0,0,0,0,0,0,25,47.6,4.0,33.0,8.5,1,0.73,0.02,0.75,0.78,47,23923,1346239,94759,70836
209,10,10,White,2,1,296,12,0,False,2023-04-09T15:30:00Z,2,2,30,90,0,0,0,2,0,0,0,1,0,0,0,9,11.0,0.8,0.0,1.2,1,0.00,0.00,0.00,3.96,48,219438,1582014,239266,19828
210,11,11,Nketiah,4,1,1,7,1,False,2022-08-05T19:00:00Z,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.3,0.0,1.3,0,0.00,0.04,0.04,0.00,70,0,67198,0,0
211,11,11,Nketiah,4,1,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0.5,17.0,2.0,0,0.04,0.00,0.04,0.13,69,-17931,57718,3918,21849
212,11,11,Nketiah,4,1,21,3,1,False,2022-08-20T16:30:00Z,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,-1,5.4,10.9,17.0,3.3,0,0.08,0.01,0.09,0.17,68,-14362,47543,2722,17084
213,11,11,Nketiah,4,1,31,9,1,True,2022-08-27T16:30:00Z,2,1,4,29,0,0,0,0,0,0,0,0,0,0,0,4,7.2,0.7,61.0,6.9,0,0.36,0.01,0.37,0.33,67,-8641,41747,1525,10166
214,11,11,Nketiah,4,1,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,5.0,0.3,0,0.05,0.00,0.05,0.00,67,-3885,40171,1594,5479
215,11,11,Nketiah,4,1,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,16,0,0,0,1,0,0,0,0,0,0,0,5,2.0,0.0,2.0,0.4,0,0.00,0.00,0.00,0.30,66,-4503,37407,1067,5570
216,11,11,Nketiah,4,1,72,4,1,False,2022-09-18T11:00:00Z,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,2.0,0.3,0,0.00,0.00,0.00,0.04,66,-631,36624,333,964
217,11,11,Nketiah,4,1,81,18,1,True,2022-10-01T11:30:00Z,3,1,9,10,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.6,2.0,0.3,0,0.00,0.02,0.02,0.00,66,-1040,36648,879,1919
218,11,11,Nketiah,4,1,91,12,1,True,2022-10-09T15:30:00Z,3,2,10,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.12,66,-824,36582,1364,2188
219,11,11,Nketiah,4,1,104,11,1,False,2022-10-16T13:00:00Z,0,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,7.0,0.5,0,0.07,0.00,0.07,0.14,65,-485,36793,1236,1721
220,11,11,Nketiah,4,1,127,17,1,False,2022-10-23T13:00:00Z,1,1,13,19,0,0,0,0,0,0,0,0,0,0,0,-1,1.4,2.3,18.0,2.2,0,0.09,0.01,0.10,0.00,65,-272,36526,488,760
221,11,11,Nketiah,4,1,131,16,1,True,2022-10-30T14:00:00Z,5,0,14,15,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.9,6.0,1.9,0,0.00,0.03,0.03,0.04,65,-487,36550,684,1171
222,11,11,Nketiah,4,1,142,6,0,False,2022-11-06T12:00:00Z,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,4,37096,1296,1292
223,11,11,Nketiah,4,1,160,20,0,False,2022-11-12T19:45:00Z,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-99,37427,1209,1308
224,11,11,Nketiah,4,1,161,19,6,True,2022-12-26T20:00:00Z,3,1,17,90,1,0,0,1,0,0,0,0,0,0,0,22,32.0,2.7,55.0,9.0,1,0.46,0.03,0.49,1.07,65,195305,235766,273095,77790
225,11,11,Nketiah,4,1,172,5,8,False,2022-12-31T17:30:00Z,2,4,18,90,1,0,0,2,0,0,0,0,0,0,2,33,33.6,2.8,39.0,7.5,1,0.72,0.02,0.74,1.15,65,46350,283638,62424,16074
226,11,11,Nketiah,4,1,181,15,1,True,2023-01-03T19:45:00Z,0,0,19,90,0,0,1,0,0,0,0,1,0,0,0,1,4.0,4.3,42.0,5.0,1,0.10,0.06,0.16,1.08,65,48352,333874,83201,34849
227,11,11,Nketiah,4,1,199,18,2,False,2023-01-15T16:30:00Z,0,2,20,90,0,0,1,0,0,0,0,0,0,0,0,-5,11.6,2.3,72.0,8.6,1,1.22,0.11,1.33,1.54,66,41361,377070,91620,50259
228,11,11,Nketiah,4,1,201,14,13,True,2023-01-22T16:30:00Z,3,2,21,90,2,0,0,2,0,0,0,0,0,0,3,51,71.4,1.9,107.0,18.0,1,1.68,0.01,1.69,0.33,66,-7272,372033,48351,55623
229,11,11,Nketiah,4,1,215,8,2,False,2023-02-04T12:30:00Z,1,0,22,90,0,0,0,1,0,0,0,0,0,0,0,9,4.0,11.1,17.0,3.2,1,0.20,0.08,0.28,1.66,67,540750,934782,573325,32575
230,11,11,Nketiah,4,1,221,4,2,True,2023-02-11T15:00:00Z,1,1,23,90,0,0,0,1,0,0,0,0,0,0,0,0,7.2,20.6,23.0,5.1,1,0.02,0.09,0.11,2.37,68,423472,1363903,462613,39141
231,11,11,Nketiah,4,1,111,13,4,True,2023-02-15T19:30:00Z,1,3,23,90,0,1,0,3,0,0,0,1,0,0,0,-3,0.0,0.6,22.0,1.8,1,0.51,0.00,0.51,1.71,68,423472,1363903,462613,39141
232,11,11,Nketiah,4,1,231,2,2,False,2023-02-18T12:30:00Z,2,4,24,90,0,0,0,2,0,0,0,0,0,0,0,5,0.2,11.3,51.0,6.3,1,1.15,0.22,1.37,0.51,68,-51560,1305603,79210,130770
